date,year,month_num,month,quarter,is_festive_season,city,state,program,campaign,donor_type,channel,donation_amount,expense_amount,beneficiaries_reached,volunteer_hours,event_count,new_donors,recurring_donors,social_reach,engagement_rate,cost_per_beneficiary
2025-08-01,2025,8,Aug,Q3,1,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Alumni Network,Bank Transfer,44167,25575,197,57.3,2,8,3,9001,8.66,129.77
2025-08-01,2025,8,Aug,Q3,1,Jaipur,Rajasthan,Health Awareness,Community Wellness Camp,Community Group,Bank Transfer,42505,22833,211,59.5,2,8,2,6998,6.89,108.13
2025-08-01,2025,8,Aug,Q3,1,Patna,Bihar,Education Support,Back to School Drive,Corporate CSR,Bank Transfer,97893,27891,181,71.6,2,20,8,11809,3.79,154.03
2025-08-01,2025,8,Aug,Q3,1,Patna,Bihar,Food Distribution,Meal Support Campaign,Individual,UPI,38024,35681,255,94.4,2,8,3,8073,9.44,140.04
2025-08-01,2025,8,Aug,Q3,1,Patna,Bihar,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Fundraising Event,44332,17801,189,60.2,2,7,2,8779,5.96,93.95
2025-08-01,2025,8,Aug,Q3,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Bank Transfer,31083,21488,198,60.1,2,6,3,6023,6.29,108.73
2025-08-01,2025,8,Aug,Q3,1,Patna,Bihar,Health Awareness,Community Wellness Camp,Community Group,Online Portal,46561,22606,216,68.4,3,11,3,8489,4.75,104.6
2025-08-01,2025,8,Aug,Q3,1,Bhopal,Madhya Pradesh,Education Support,Back to School Drive,Alumni Network,UPI,45559,26847,149,64.1,1,11,5,6283,4.38,179.83
2025-08-01,2025,8,Aug,Q3,1,Bhopal,Madhya Pradesh,Food Distribution,Meal Support Campaign,Individual,Online Portal,44826,29312,259,78.9,3,11,3,8060,4.04,113.24
2025-08-01,2025,8,Aug,Q3,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Fundraising Event,46320,17043,196,62.8,2,8,3,7987,9.09,86.76
2025-08-01,2025,8,Aug,Q3,1,Bhopal,Madhya Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,35077,22405,147,47.9,1,9,3,5823,3.44,152.01
2025-08-01,2025,8,Aug,Q3,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Individual,Online Portal,33233,21826,215,53.6,2,6,2,7907,8.78,101.48
2025-09-01,2025,9,Sep,Q3,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Community Group,UPI,89818,41186,216,88.9,2,16,7,13227,4.6,190.88
2025-09-01,2025,9,Sep,Q3,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Alumni Network,UPI,68152,48474,377,105.1,4,12,6,11860,7.7,128.74
2025-09-01,2025,9,Sep,Q3,1,Kanpur,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,Online Portal,91222,25714,309,82.8,4,18,8,14921,7.35,83.18
2025-09-01,2025,9,Sep,Q3,1,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,49248,33595,224,68.3,2,8,4,10555,4.05,149.72
2025-09-01,2025,9,Sep,Q3,1,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Community Group,Fundraising Event,61742,29010,263,88.6,3,13,4,13405,8.91,110.42
2025-09-01,2025,9,Sep,Q3,1,Delhi,Delhi,Education Support,Back to School Drive,Individual,Bank Transfer,66451,39166,240,96.3,2,16,6,11031,8.52,163.38
2025-09-01,2025,9,Sep,Q3,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,57987,45657,313,91.5,3,12,4,12849,3.8,145.82
2025-09-01,2025,9,Sep,Q3,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,54733,26048,259,62.4,3,11,4,11544,4.22,100.65
2025-09-01,2025,9,Sep,Q3,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Corporate CSR,UPI,78127,33624,239,73.3,3,19,9,13556,6.65,140.62
2025-09-01,2025,9,Sep,Q3,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,UPI,51037,30095,316,93.0,4,10,5,13408,5.55,95.35
2025-09-01,2025,9,Sep,Q3,1,Lucknow,Uttar Pradesh,Education Support,Back to School Drive,Corporate CSR,UPI,93347,32402,197,65.2,2,23,11,11860,7.08,164.86
2025-09-01,2025,9,Sep,Q3,1,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Online Portal,52454,43054,278,101.3,4,12,6,11507,8.95,154.86
2025-09-01,2025,9,Sep,Q3,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,39208,20933,200,56.3,2,7,4,8384,6.41,104.86
2025-09-01,2025,9,Sep,Q3,1,Lucknow,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Fundraising Event,73187,27249,231,78.6,3,17,6,12813,7.79,117.91
2025-09-01,2025,9,Sep,Q3,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,UPI,39373,26079,249,71.6,3,7,2,8470,6.26,104.61
2025-09-01,2025,9,Sep,Q3,1,Jaipur,Rajasthan,Education Support,Back to School Drive,Individual,UPI,50881,33106,192,69.8,2,13,5,8052,5.15,172.68
2025-09-01,2025,9,Sep,Q3,1,Jaipur,Rajasthan,Food Distribution,Meal Support Campaign,Community Group,Online Portal,50409,37230,236,82.1,2,9,4,10238,6.86,157.45
2025-09-01,2025,9,Sep,Q3,1,Jaipur,Rajasthan,Menstrual Hygiene,Pad for Dignity Drive,Individual,Online Portal,40190,21366,205,66.7,2,7,2,6831,3.33,104.15
2025-09-01,2025,9,Sep,Q3,1,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Corporate CSR,UPI,60239,26005,196,53.0,2,11,4,9529,4.26,132.52
2025-09-01,2025,9,Sep,Q3,1,Jaipur,Rajasthan,Health Awareness,Community Wellness Camp,Community Group,Online Portal,45801,22057,204,68.1,2,9,4,9232,4.07,107.98
2025-09-01,2025,9,Sep,Q3,1,Patna,Bihar,Education Support,Back to School Drive,Individual,Online Portal,58929,30531,176,70.3,2,10,5,9476,5.06,173.55
2025-09-01,2025,9,Sep,Q3,1,Patna,Bihar,Food Distribution,Meal Support Campaign,Community Group,Online Portal,48119,34589,234,65.9,3,8,3,8534,3.51,147.94
2025-09-01,2025,9,Sep,Q3,1,Patna,Bihar,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,37088,20316,173,55.7,2,9,3,7575,4.0,117.26
2025-09-01,2025,9,Sep,Q3,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Fundraising Event,39973,23759,190,63.8,2,7,3,9016,7.19,125.29
2025-09-01,2025,9,Sep,Q3,1,Patna,Bihar,Health Awareness,Community Wellness Camp,Individual,UPI,40485,21562,202,66.0,3,10,4,9135,9.45,106.73
2025-09-01,2025,9,Sep,Q3,1,Bhopal,Madhya Pradesh,Education Support,Back to School Drive,Community Group,UPI,59850,25470,136,45.7,2,11,5,8835,6.49,186.63
2025-09-01,2025,9,Sep,Q3,1,Bhopal,Madhya Pradesh,Food Distribution,Meal Support Campaign,Community Group,Bank Transfer,51269,29333,226,81.7,3,11,5,8770,8.54,129.96
2025-09-01,2025,9,Sep,Q3,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,31937,18619,171,46.4,2,8,4,6553,4.71,108.83
2025-09-01,2025,9,Sep,Q3,1,Bhopal,Madhya Pradesh,Clothing Support,Warmth and Dignity Drive,Community Group,Online Portal,44535,22786,181,56.2,2,7,3,8839,7.94,125.85
2025-09-01,2025,9,Sep,Q3,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,UPI,51007,22025,181,47.3,2,9,4,9012,9.16,121.49
2025-10-01,2025,10,Oct,Q4,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Individual,Fundraising Event,76207,44590,260,108.4,3,16,6,13957,9.14,171.36
2025-10-01,2025,10,Oct,Q4,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Corporate CSR,Bank Transfer,114099,46530,366,120.5,3,21,9,20565,8.36,127.1
2025-10-01,2025,10,Oct,Q4,1,Kanpur,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,62449,27994,247,67.8,2,11,4,11303,4.61,113.15
2025-10-01,2025,10,Oct,Q4,1,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Fundraising Event,88802,30740,275,71.7,3,17,6,15205,7.99,111.8
2025-10-01,2025,10,Oct,Q4,1,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Alumni Network,UPI,61079,30153,328,96.4,4,11,6,12684,6.98,92.04
2025-10-01,2025,10,Oct,Q4,1,Delhi,Delhi,Education Support,Back to School Drive,Individual,Fundraising Event,83196,44622,243,91.9,2,16,7,13125,5.51,183.96
2025-10-01,2025,10,Oct,Q4,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,64566,44618,355,108.7,4,11,4,11618,7.9,125.66
2025-10-01,2025,10,Oct,Q4,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Community Group,UPI,59091,24581,260,66.8,4,11,4,11398,8.34,94.71
2025-10-01,2025,10,Oct,Q4,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Community Group,Online Portal,62945,32352,277,98.3,3,13,4,11924,6.4,116.71
2025-10-01,2025,10,Oct,Q4,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,UPI,53793,27380,282,73.4,3,9,3,12836,3.93,97.15
2025-10-01,2025,10,Oct,Q4,1,Lucknow,Uttar Pradesh,Education Support,Back to School Drive,Individual,Fundraising Event,55116,33669,172,74.0,2,11,5,7730,7.09,196.12
2025-10-01,2025,10,Oct,Q4,1,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,56872,41971,276,89.1,4,12,6,10989,6.98,152.33
2025-10-01,2025,10,Oct,Q4,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,Fundraising Event,82603,23258,222,65.4,2,16,6,12041,6.16,104.63
2025-10-01,2025,10,Oct,Q4,1,Lucknow,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Community Group,Fundraising Event,45942,27005,214,63.5,2,10,3,9535,6.12,126.48
2025-10-01,2025,10,Oct,Q4,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,UPI,47356,25719,254,82.0,2,9,3,10295,4.47,101.08
2025-10-01,2025,10,Oct,Q4,1,Jaipur,Rajasthan,Education Support,Back to School Drive,Corporate CSR,UPI,108192,33192,175,64.9,2,20,8,14508,5.01,189.76
2025-10-01,2025,10,Oct,Q4,1,Jaipur,Rajasthan,Food Distribution,Meal Support Campaign,Individual,Online Portal,42398,35117,276,92.3,3,7,3,8756,3.36,127.01
2025-10-01,2025,10,Oct,Q4,1,Jaipur,Rajasthan,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,Online Portal,66315,18953,184,46.6,2,15,5,9378,5.89,102.89
2025-10-01,2025,10,Oct,Q4,1,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Individual,Fundraising Event,35473,23309,201,53.8,3,6,2,9188,9.14,116.19
2025-10-01,2025,10,Oct,Q4,1,Jaipur,Rajasthan,Health Awareness,Community Wellness Camp,Individual,Bank Transfer,42326,23271,226,72.0,3,10,3,8835,5.89,102.76
2025-10-01,2025,10,Oct,Q4,1,Patna,Bihar,Education Support,Back to School Drive,Corporate CSR,Online Portal,93450,26886,180,68.1,2,23,11,12554,4.03,149.05
2025-10-01,2025,10,Oct,Q4,1,Patna,Bihar,Food Distribution,Meal Support Campaign,Corporate CSR,Online Portal,66706,32026,265,99.3,3,11,5,12081,6.0,120.8
2025-10-01,2025,10,Oct,Q4,1,Patna,Bihar,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,Online Portal,36948,20807,208,61.5,2,9,3,9474,5.0,100.05
2025-10-01,2025,10,Oct,Q4,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,40701,21390,193,66.5,2,10,4,6702,3.79,110.61
2025-10-01,2025,10,Oct,Q4,1,Patna,Bihar,Health Awareness,Community Wellness Camp,Corporate CSR,Bank Transfer,66170,23304,234,62.2,3,12,6,12808,7.39,99.46
2025-10-01,2025,10,Oct,Q4,1,Bhopal,Madhya Pradesh,Education Support,Back to School Drive,Alumni Network,Online Portal,50117,26539,157,52.8,1,11,5,7030,9.29,168.72
2025-10-01,2025,10,Oct,Q4,1,Bhopal,Madhya Pradesh,Food Distribution,Meal Support Campaign,Corporate CSR,UPI,76540,30987,249,91.2,2,14,6,13486,7.48,124.68
2025-10-01,2025,10,Oct,Q4,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,40035,17588,193,48.1,2,8,3,7625,8.74,91.0
2025-10-01,2025,10,Oct,Q4,1,Bhopal,Madhya Pradesh,Clothing Support,Warmth and Dignity Drive,Community Group,UPI,36939,19784,159,41.1,2,7,3,7418,4.46,124.68
2025-10-01,2025,10,Oct,Q4,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Community Group,Fundraising Event,45396,22028,177,60.1,2,9,4,8342,3.25,124.16
2025-11-01,2025,11,Nov,Q4,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Alumni Network,Online Portal,77106,43019,223,73.6,3,14,6,12139,4.36,193.1
2025-11-01,2025,11,Nov,Q4,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Corporate CSR,UPI,100966,52658,417,152.3,4,22,11,15240,9.6,126.27
2025-11-01,2025,11,Nov,Q4,1,Kanpur,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,Fundraising Event,103281,25213,309,85.7,3,19,9,15147,8.77,81.61
2025-11-01,2025,11,Nov,Q4,1,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,56413,32033,256,85.9,2,13,5,10522,6.16,125.03
2025-11-01,2025,11,Nov,Q4,1,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Bank Transfer,53094,33469,332,113.4,4,10,5,14622,4.5,100.66
2025-11-01,2025,11,Nov,Q4,1,Delhi,Delhi,Education Support,Back to School Drive,Individual,UPI,78630,40746,201,82.1,2,15,5,10571,3.91,202.85
2025-11-01,2025,11,Nov,Q4,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,68369,47090,386,114.3,5,13,5,12461,6.15,122.05
2025-11-01,2025,11,Nov,Q4,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,61626,28417,258,77.9,2,15,7,9481,7.23,110.35
2025-11-01,2025,11,Nov,Q4,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,UPI,53605,30064,250,74.1,3,10,3,10859,7.55,120.38
2025-11-01,2025,11,Nov,Q4,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,Online Portal,52240,30757,281,71.7,3,10,3,11180,7.08,109.37
2025-11-01,2025,11,Nov,Q4,1,Lucknow,Uttar Pradesh,Education Support,Back to School Drive,Individual,UPI,65918,36445,168,56.1,2,12,4,9317,7.98,216.67
2025-11-01,2025,11,Nov,Q4,1,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,48243,36846,263,87.8,3,9,3,10688,6.77,140.02
2025-11-01,2025,11,Nov,Q4,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Online Portal,44703,21804,215,51.3,2,8,2,8921,8.71,101.2
2025-11-01,2025,11,Nov,Q4,1,Lucknow,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Community Group,Online Portal,50749,27126,234,65.3,3,12,5,10572,6.28,115.77
2025-11-01,2025,11,Nov,Q4,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,77349,23785,237,68.5,2,19,6,10251,4.67,100.37
2025-11-01,2025,11,Nov,Q4,1,Jaipur,Rajasthan,Education Support,Back to School Drive,Individual,Bank Transfer,55120,34448,186,65.1,2,13,4,10511,5.59,185.34
2025-11-01,2025,11,Nov,Q4,1,Jaipur,Rajasthan,Food Distribution,Meal Support Campaign,Individual,UPI,49550,35990,249,84.3,2,10,5,8906,5.08,144.56
2025-11-01,2025,11,Nov,Q4,1,Jaipur,Rajasthan,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,45613,20745,198,50.2,3,8,4,7031,7.67,104.93
2025-11-01,2025,11,Nov,Q4,1,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Individual,UPI,38117,24066,176,52.0,2,9,4,8238,7.31,136.86
2025-11-01,2025,11,Nov,Q4,1,Jaipur,Rajasthan,Health Awareness,Community Wellness Camp,Individual,UPI,36891,21705,245,64.7,3,7,2,8688,7.4,88.43
2025-11-01,2025,11,Nov,Q4,1,Patna,Bihar,Education Support,Back to School Drive,Alumni Network,Bank Transfer,64381,27650,154,52.4,2,14,4,9085,7.05,179.39
2025-11-01,2025,11,Nov,Q4,1,Patna,Bihar,Food Distribution,Meal Support Campaign,Corporate CSR,UPI,82527,34711,277,80.1,3,14,6,12974,6.62,125.19
2025-11-01,2025,11,Nov,Q4,1,Patna,Bihar,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,40566,20816,192,54.1,2,8,4,8448,4.57,108.43
2025-11-01,2025,11,Nov,Q4,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Community Group,Online Portal,49558,21818,173,60.3,2,8,3,8422,4.09,126.1
2025-11-01,2025,11,Nov,Q4,1,Patna,Bihar,Health Awareness,Community Wellness Camp,Individual,Online Portal,38366,19889,193,56.8,2,8,3,7411,6.48,103.27
2025-11-01,2025,11,Nov,Q4,1,Bhopal,Madhya Pradesh,Education Support,Back to School Drive,Individual,UPI,46987,28258,141,49.7,2,8,3,7615,8.39,200.9
2025-11-01,2025,11,Nov,Q4,1,Bhopal,Madhya Pradesh,Food Distribution,Meal Support Campaign,Alumni Network,UPI,40854,31821,230,70.5,2,9,4,9906,8.78,138.49
2025-11-01,2025,11,Nov,Q4,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,42225,18602,191,61.8,3,9,4,8975,5.87,97.28
2025-11-01,2025,11,Nov,Q4,1,Bhopal,Madhya Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,34220,22069,166,45.3,2,8,4,6764,6.6,133.07
2025-11-01,2025,11,Nov,Q4,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Community Group,Online Portal,45766,21338,191,52.6,2,8,4,7507,6.17,111.82
2025-12-01,2025,12,Dec,Q4,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Corporate CSR,Fundraising Event,126888,41510,262,104.9,3,23,8,15715,6.01,158.31
2025-12-01,2025,12,Dec,Q4,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Community Group,Fundraising Event,80016,52099,327,121.0,4,13,5,15201,7.18,159.21
2025-12-01,2025,12,Dec,Q4,1,Kanpur,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,Online Portal,114863,27308,259,74.5,3,28,12,15590,9.11,105.38
2025-12-01,2025,12,Dec,Q4,1,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,58359,34989,237,75.8,3,13,6,10126,4.56,147.42
2025-12-01,2025,12,Dec,Q4,1,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,UPI,56770,28758,292,81.0,3,12,6,10015,5.96,98.32
2025-12-01,2025,12,Dec,Q4,1,Delhi,Delhi,Education Support,Back to School Drive,Community Group,Online Portal,107601,38108,249,83.3,3,19,7,15352,9.4,153.15
2025-12-01,2025,12,Dec,Q4,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Corporate CSR,Online Portal,103631,43826,310,86.0,4,18,7,18099,9.0,141.55
2025-12-01,2025,12,Dec,Q4,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,61171,28423,252,70.7,2,11,4,11612,8.55,112.6
2025-12-01,2025,12,Dec,Q4,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,Bank Transfer,48718,30931,255,75.8,3,9,3,10989,3.49,121.32
2025-12-01,2025,12,Dec,Q4,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Community Group,Bank Transfer,62798,28943,298,99.6,3,11,4,12360,9.75,97.04
2025-12-01,2025,12,Dec,Q4,1,Lucknow,Uttar Pradesh,Education Support,Back to School Drive,Corporate CSR,Fundraising Event,100121,36361,171,59.8,2,22,9,12345,3.68,212.59
2025-12-01,2025,12,Dec,Q4,1,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Corporate CSR,Online Portal,90079,42378,322,100.8,5,22,11,14334,8.14,131.8
2025-12-01,2025,12,Dec,Q4,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,UPI,73292,23304,236,65.6,3,16,5,13042,7.21,98.86
2025-12-01,2025,12,Dec,Q4,1,Lucknow,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,45259,24358,203,68.1,2,11,4,7716,3.43,120.2
2025-12-01,2025,12,Dec,Q4,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Bank Transfer,76634,26102,214,63.3,2,14,4,12172,6.13,122.02
2025-12-01,2025,12,Dec,Q4,1,Jaipur,Rajasthan,Education Support,Back to School Drive,Corporate CSR,UPI,110434,34368,188,67.0,2,27,10,15199,5.42,182.43
2025-12-01,2025,12,Dec,Q4,1,Jaipur,Rajasthan,Food Distribution,Meal Support Campaign,Individual,UPI,46972,38513,305,109.9,4,11,4,9328,5.36,126.09
2025-12-01,2025,12,Dec,Q4,1,Jaipur,Rajasthan,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,Bank Transfer,77834,20162,232,64.4,3,19,7,10254,7.52,86.91
2025-12-01,2025,12,Dec,Q4,1,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Individual,Bank Transfer,40760,25759,169,54.9,2,10,3,6923,7.15,152.12
2025-12-01,2025,12,Dec,Q4,1,Jaipur,Rajasthan,Health Awareness,Community Wellness Camp,Alumni Network,UPI,47810,25242,241,72.4,3,12,4,10279,5.76,104.64
2025-12-01,2025,12,Dec,Q4,1,Patna,Bihar,Education Support,Back to School Drive,Alumni Network,Bank Transfer,58470,31825,170,59.3,2,12,4,9248,7.06,187.19
2025-12-01,2025,12,Dec,Q4,1,Patna,Bihar,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,47281,30903,273,74.5,3,11,4,10173,4.81,113.31
2025-12-01,2025,12,Dec,Q4,1,Patna,Bihar,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,40398,17935,183,47.0,3,7,3,9072,8.08,97.87
2025-12-01,2025,12,Dec,Q4,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Fundraising Event,36644,20715,193,65.3,2,6,3,6844,8.04,107.46
2025-12-01,2025,12,Dec,Q4,1,Patna,Bihar,Health Awareness,Community Wellness Camp,Individual,Bank Transfer,39949,22498,232,62.3,2,7,3,8449,5.32,97.13
2025-12-01,2025,12,Dec,Q4,1,Bhopal,Madhya Pradesh,Education Support,Back to School Drive,Individual,UPI,47100,29915,152,48.0,1,8,2,6779,6.82,196.84
2025-12-01,2025,12,Dec,Q4,1,Bhopal,Madhya Pradesh,Food Distribution,Meal Support Campaign,Community Group,Bank Transfer,49920,32948,213,64.7,2,11,4,8412,5.08,154.86
2025-12-01,2025,12,Dec,Q4,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,36488,16412,194,63.6,2,9,3,7705,8.05,84.75
2025-12-01,2025,12,Dec,Q4,1,Bhopal,Madhya Pradesh,Clothing Support,Warmth and Dignity Drive,Community Group,Online Portal,38203,22480,161,54.0,1,7,2,7628,4.9,139.74
2025-12-01,2025,12,Dec,Q4,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Individual,Online Portal,34675,20186,197,54.7,2,8,4,6056,8.89,102.41
