date,year,month_num,month,quarter,is_festive_season,city,state,program,campaign,donor_type,channel,donation_amount,expense_amount,beneficiaries_reached,volunteer_hours,event_count,new_donors,recurring_donors,social_reach,engagement_rate,cost_per_beneficiary,donation_lag_1,beneficiaries_lag_1,donation_lag_2,beneficiaries_lag_2,donation_lag_3,beneficiaries_lag_3,donation_per_beneficiary,expense_ratio,volunteer_productivity,donation_surplus,month_sin,month_cos,high_efficiency,literacy_rate_pct,urban_population_pct,multidimensional_poverty_index,population_millions
2024-09-01,2024,9,Sep,Q3,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Bank Transfer,48899,19401,190,49.8,3,9,4,9695,8.29,102.23,35152.0,186.0,29664.0,187.0,29915.0,186.0,257.36315789473684,0.3967565798891593,3.815261044176707,29498,-1.0,-0.0,1,69.3,28.4,0.126,85.4
2024-10-01,2024,10,Oct,Q4,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Online Portal,56045,21594,178,53.7,2,14,7,8947,8.93,121.23,48899.0,190.0,35152.0,186.0,29664.0,187.0,314.85955056179773,0.3852975287715229,3.3147113594040967,34451,-0.866,0.5,1,69.3,28.4,0.126,85.4
2024-11-01,2024,11,Nov,Q4,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,55835,20460,193,58.3,2,10,4,10509,6.72,105.87,56045.0,178.0,48899.0,190.0,35152.0,186.0,289.30051813471505,0.3664368227814095,3.3104631217838767,35375,-0.5,0.866,1,69.3,28.4,0.126,85.4
2024-12-01,2024,12,Dec,Q4,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Bank Transfer,54081,20315,168,45.9,2,13,6,9402,7.56,120.64,55835.0,193.0,56045.0,178.0,48899.0,190.0,321.9107142857143,0.37564024333869567,3.6601307189542487,33766,-0.0,1.0,1,69.3,28.4,0.126,85.4
2025-01-01,2025,1,Jan,Q1,0,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Individual,Fundraising Event,30021,20973,182,60.3,2,7,3,5836,4.31,115.23,54081.0,168.0,55835.0,193.0,56045.0,178.0,164.95054945054946,0.6986109723193764,3.0182421227197347,9048,0.5,0.866,1,69.3,28.4,0.126,85.4
2025-02-01,2025,2,Feb,Q1,0,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,43656,19018,208,57.2,2,7,3,10012,6.57,91.62,30021.0,182.0,54081.0,168.0,55835.0,193.0,209.8846153846154,0.43563313175737584,3.6363636363636362,24638,0.866,0.5,1,69.3,28.4,0.126,85.4
2025-03-01,2025,3,Mar,Q1,0,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Community Group,Online Portal,34864,21627,169,57.1,2,6,2,6950,6.49,128.13,43656.0,208.0,30021.0,182.0,54081.0,168.0,206.2958579881657,0.6203246902248738,2.959719789842382,13237,1.0,0.0,1,69.3,28.4,0.126,85.4
2025-04-01,2025,4,Apr,Q2,0,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Individual,UPI,26067,19604,196,54.0,2,5,2,7380,6.33,100.13,34864.0,169.0,43656.0,208.0,30021.0,182.0,132.99489795918367,0.7520619940921471,3.6296296296296298,6463,0.866,-0.5,1,69.3,28.4,0.126,85.4
2025-05-01,2025,5,May,Q2,0,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Individual,Bank Transfer,29451,19486,170,44.4,2,6,2,7326,7.37,114.61,26067.0,196.0,34864.0,169.0,43656.0,208.0,173.24117647058824,0.6616413704118705,3.828828828828829,9965,0.5,-0.866,1,69.3,28.4,0.126,85.4
2025-06-01,2025,6,Jun,Q2,0,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Individual,Online Portal,29516,19270,181,50.6,2,5,2,7472,6.13,106.29,29451.0,170.0,26067.0,196.0,34864.0,169.0,163.0718232044199,0.6528662420382165,3.577075098814229,10246,0.0,-1.0,1,69.3,28.4,0.126,85.4
2025-07-01,2025,7,Jul,Q3,0,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Community Group,Online Portal,37099,20484,199,67.7,2,8,3,8841,3.86,103.09,29516.0,181.0,29451.0,170.0,26067.0,196.0,186.42713567839195,0.552144262648589,2.9394387001477105,16615,-0.5,-0.866,1,69.3,28.4,0.126,85.4
2025-08-01,2025,8,Aug,Q3,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Individual,Online Portal,33233,21826,215,53.6,2,6,2,7907,8.78,101.48,37099.0,199.0,29516.0,181.0,29451.0,170.0,154.5720930232558,0.6567568380826287,4.0111940298507465,11407,-0.866,-0.5,1,69.3,28.4,0.126,85.4
2025-09-01,2025,9,Sep,Q3,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,UPI,51007,22025,181,47.3,2,9,4,9012,9.16,121.49,33233.0,215.0,37099.0,199.0,29516.0,181.0,281.8066298342541,0.4318034779540063,3.8266384778012688,28982,-1.0,-0.0,1,69.3,28.4,0.126,85.4
2025-10-01,2025,10,Oct,Q4,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Community Group,Fundraising Event,45396,22028,177,60.1,2,9,4,8342,3.25,124.16,51007.0,181.0,33233.0,215.0,37099.0,199.0,256.47457627118644,0.48524099039562957,2.945091514143095,23368,-0.866,0.5,1,69.3,28.4,0.126,85.4
2025-11-01,2025,11,Nov,Q4,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Community Group,Online Portal,45766,21338,191,52.6,2,8,4,7507,6.17,111.82,45396.0,177.0,51007.0,181.0,33233.0,215.0,239.61256544502618,0.4662413145129572,3.6311787072243344,24428,-0.5,0.866,1,69.3,28.4,0.126,85.4
2025-12-01,2025,12,Dec,Q4,1,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Individual,Online Portal,34675,20186,197,54.7,2,8,4,6056,8.89,102.41,45766.0,191.0,45396.0,177.0,51007.0,181.0,176.01522842639594,0.5821485219899063,3.6014625228519193,14489,-0.0,1.0,1,69.3,28.4,0.126,85.4
2024-02-01,2024,2,Feb,Q1,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,Bank Transfer,27782,17029,153,46.5,2,7,2,5482,9.43,111.17,43902.0,139.0,43902.0,139.0,43902.0,139.0,181.58169934640523,0.6129508314736161,3.2903225806451615,10753,0.866,0.5,1,69.3,28.4,0.126,85.4
2024-03-01,2024,3,Mar,Q1,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,27740,19181,165,44.3,2,5,2,6183,7.83,116.09,27782.0,153.0,43902.0,139.0,43902.0,139.0,168.12121212121212,0.6914563806777217,3.724604966139955,8559,1.0,0.0,1,69.3,28.4,0.126,85.4
2024-04-01,2024,4,Apr,Q2,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,Bank Transfer,48399,18123,153,45.8,2,9,3,7845,7.45,118.6,27740.0,165.0,27782.0,153.0,43902.0,139.0,316.3333333333333,0.3744498853282093,3.3406113537117905,30276,0.866,-0.5,1,69.3,28.4,0.126,85.4
2024-05-01,2024,5,May,Q2,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,25619,16881,168,54.8,2,4,2,5613,3.68,100.77,48399.0,153.0,27740.0,165.0,27782.0,153.0,152.49404761904762,0.6589250165892502,3.0656934306569346,8738,0.5,-0.866,1,69.3,28.4,0.126,85.4
2024-06-01,2024,6,Jun,Q2,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,Online Portal,29390,18218,171,49.2,2,6,2,6654,6.69,106.57,25619.0,168.0,48399.0,153.0,27740.0,165.0,171.87134502923976,0.6198707043211977,3.475609756097561,11172,0.0,-1.0,1,69.3,28.4,0.126,85.4
2024-07-01,2024,7,Jul,Q3,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,Bank Transfer,30739,18689,154,41.9,1,7,4,5472,8.27,121.21,29390.0,171.0,25619.0,168.0,48399.0,153.0,199.6038961038961,0.6079898500276522,3.675417661097852,12050,-0.5,-0.866,1,69.3,28.4,0.126,85.4
2024-08-01,2024,8,Aug,Q3,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,UPI,36694,17105,172,49.1,2,7,2,5958,9.13,99.53,30739.0,154.0,29390.0,171.0,25619.0,168.0,213.3372093023256,0.46615250449664797,3.5030549898167007,19589,-0.866,-0.5,1,69.3,28.4,0.126,85.4
2024-09-01,2024,9,Sep,Q3,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,UPI,36823,19310,182,49.5,2,8,2,6857,4.1,106.17,36694.0,172.0,30739.0,154.0,29390.0,171.0,202.32417582417582,0.5244005105504712,3.676767676767677,17513,-1.0,-0.0,1,69.3,28.4,0.126,85.4
2024-10-01,2024,10,Oct,Q4,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,32239,18916,182,58.2,2,8,2,6356,8.54,103.8,36823.0,182.0,36694.0,172.0,30739.0,154.0,177.13736263736263,0.5867427649740997,3.127147766323024,13323,-0.866,0.5,1,69.3,28.4,0.126,85.4
2024-11-01,2024,11,Nov,Q4,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,37176,16562,166,45.7,2,7,2,7605,8.88,100.04,32239.0,182.0,36823.0,182.0,36694.0,172.0,223.95180722891567,0.4455024747148698,3.632385120350109,20614,-0.5,0.866,1,69.3,28.4,0.126,85.4
2024-12-01,2024,12,Dec,Q4,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,UPI,61023,18939,170,53.5,2,12,4,9573,5.61,111.67,37176.0,166.0,32239.0,182.0,36823.0,182.0,358.95882352941175,0.3103583894597119,3.177570093457944,42084,-0.0,1.0,1,69.3,28.4,0.126,85.4
2025-01-01,2025,1,Jan,Q1,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,UPI,49811,16197,178,55.9,2,9,3,7958,5.58,90.85,61023.0,170.0,37176.0,166.0,32239.0,182.0,279.8370786516854,0.32516913934673064,3.184257602862254,33614,0.5,0.866,1,69.3,28.4,0.126,85.4
2025-02-01,2025,2,Feb,Q1,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,Fundraising Event,58256,19351,173,54.7,2,11,5,8514,4.79,111.97,49811.0,178.0,61023.0,170.0,37176.0,166.0,336.73988439306356,0.33217179346333425,3.162705667276051,38905,0.866,0.5,1,69.3,28.4,0.126,85.4
2025-03-01,2025,3,Mar,Q1,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,UPI,35051,17240,169,48.5,2,6,2,8197,5.7,101.93,58256.0,173.0,49811.0,178.0,61023.0,170.0,207.4023668639053,0.4918547259707284,3.484536082474227,17811,1.0,0.0,1,69.3,28.4,0.126,85.4
2025-04-01,2025,4,Apr,Q2,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,28005,18201,186,60.2,2,5,2,8260,7.05,97.81,35051.0,169.0,58256.0,173.0,49811.0,178.0,150.56451612903226,0.6499196572040707,3.089700996677741,9804,0.866,-0.5,1,69.3,28.4,0.126,85.4
2025-05-01,2025,5,May,Q2,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,UPI,35193,17883,158,49.6,2,7,3,6018,8.51,113.18,28005.0,186.0,35051.0,169.0,58256.0,173.0,222.7405063291139,0.5081408234592106,3.185483870967742,17310,0.5,-0.866,1,69.3,28.4,0.126,85.4
2025-06-01,2025,6,Jun,Q2,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,31789,16190,155,46.2,2,7,4,5822,3.35,104.32,35193.0,158.0,28005.0,186.0,35051.0,169.0,205.09032258064516,0.5092956683129385,3.3549783549783547,15599,0.0,-1.0,1,69.3,28.4,0.126,85.4
2025-07-01,2025,7,Jul,Q3,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Fundraising Event,44983,18620,179,53.1,2,9,5,7798,3.57,103.89,31789.0,155.0,35193.0,158.0,28005.0,186.0,251.30167597765364,0.4139341529022075,3.3709981167608287,26363,-0.5,-0.866,1,69.3,28.4,0.126,85.4
2025-08-01,2025,8,Aug,Q3,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Fundraising Event,46320,17043,196,62.8,2,8,3,7987,9.09,86.76,44983.0,179.0,31789.0,155.0,35193.0,158.0,236.3265306122449,0.36794041450777204,3.121019108280255,29277,-0.866,-0.5,1,69.3,28.4,0.126,85.4
2025-09-01,2025,9,Sep,Q3,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,31937,18619,171,46.4,2,8,4,6553,4.71,108.83,46320.0,196.0,44983.0,179.0,31789.0,155.0,186.76608187134502,0.582991514544259,3.685344827586207,13318,-1.0,-0.0,1,69.3,28.4,0.126,85.4
2025-10-01,2025,10,Oct,Q4,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,40035,17588,193,48.1,2,8,3,7625,8.74,91.0,31937.0,171.0,46320.0,196.0,44983.0,179.0,207.43523316062175,0.43931559885100535,4.012474012474012,22447,-0.866,0.5,1,69.3,28.4,0.126,85.4
2025-11-01,2025,11,Nov,Q4,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,42225,18602,191,61.8,3,9,4,8975,5.87,97.28,40035.0,193.0,31937.0,171.0,46320.0,196.0,221.07329842931938,0.4405447010065127,3.090614886731392,23623,-0.5,0.866,1,69.3,28.4,0.126,85.4
2025-12-01,2025,12,Dec,Q4,1,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,36488,16412,194,63.6,2,9,3,7705,8.05,84.75,42225.0,191.0,40035.0,193.0,31937.0,171.0,188.08247422680412,0.44979171234378423,3.050314465408805,20076,-0.0,1.0,1,69.3,28.4,0.126,85.4
2024-02-01,2024,2,Feb,Q1,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,UPI,41338,33357,240,80.9,3,7,3,9061,6.88,139.19,65275.0,238.0,65275.0,238.0,65275.0,238.0,172.24166666666667,0.8069330881997194,2.9666254635352285,7981,0.866,0.5,0,86.2,97.5,0.042,19.8
2024-03-01,2024,3,Mar,Q1,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,Bank Transfer,38460,31098,227,68.8,3,9,3,7883,9.01,136.99,41338.0,240.0,65275.0,238.0,65275.0,238.0,169.4273127753304,0.8085803432137285,3.299418604651163,7362,1.0,0.0,0,86.2,97.5,0.042,19.8
2024-04-01,2024,4,Apr,Q2,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,UPI,33797,29506,210,74.6,2,7,2,6462,6.05,140.57,38460.0,227.0,41338.0,240.0,65275.0,238.0,160.93809523809523,0.873036068290085,2.8150134048257374,4291,0.866,-0.5,0,86.2,97.5,0.042,19.8
2024-05-01,2024,5,May,Q2,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Corporate CSR,UPI,61208,32175,227,65.3,3,13,5,9410,7.61,141.83,33797.0,210.0,38460.0,227.0,41338.0,240.0,269.6387665198238,0.5256665795320873,3.4762633996937216,29033,0.5,-0.866,0,86.2,97.5,0.042,19.8
2024-06-01,2024,6,Jun,Q2,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Alumni Network,UPI,38278,30592,220,66.1,3,8,3,8373,8.8,138.98,61208.0,227.0,33797.0,210.0,38460.0,227.0,173.9909090909091,0.7992058101259208,3.3282904689863844,7686,0.0,-1.0,0,86.2,97.5,0.042,19.8
2024-07-01,2024,7,Jul,Q3,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,40846,32474,243,81.7,3,9,3,7475,8.9,133.47,38278.0,220.0,61208.0,227.0,33797.0,210.0,168.09053497942386,0.7950350095480586,2.974296205630355,8372,-0.5,-0.866,0,86.2,97.5,0.042,19.8
2024-08-01,2024,8,Aug,Q3,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,44425,32452,245,70.8,3,11,3,8091,5.22,132.25,40846.0,243.0,38278.0,220.0,61208.0,227.0,181.3265306122449,0.730489589195273,3.46045197740113,11973,-0.866,-0.5,0,86.2,97.5,0.042,19.8
2024-09-01,2024,9,Sep,Q3,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,47368,30103,244,65.2,3,10,3,10924,8.08,123.2,44425.0,245.0,40846.0,243.0,38278.0,220.0,194.13114754098362,0.6355134267860159,3.742331288343558,17265,-1.0,-0.0,1,86.2,97.5,0.042,19.8
2024-10-01,2024,10,Oct,Q4,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,Fundraising Event,43393,33226,214,67.6,3,8,2,9336,8.53,155.04,47368.0,244.0,44425.0,245.0,40846.0,243.0,202.7710280373832,0.7656995367916484,3.1656804733727815,10167,-0.866,0.5,0,86.2,97.5,0.042,19.8
2024-11-01,2024,11,Nov,Q4,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,UPI,47321,31902,216,58.7,2,11,5,7805,3.95,147.74,43393.0,214.0,47368.0,244.0,44425.0,245.0,219.0787037037037,0.6741615773123983,3.6797274275979555,15419,-0.5,0.866,0,86.2,97.5,0.042,19.8
2024-12-01,2024,12,Dec,Q4,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Community Group,UPI,51809,29796,222,71.8,2,12,3,11012,5.72,134.28,47321.0,216.0,43393.0,214.0,47368.0,244.0,233.37387387387386,0.5751124322028991,3.0919220055710306,22013,-0.0,1.0,0,86.2,97.5,0.042,19.8
2025-01-01,2025,1,Jan,Q1,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,UPI,37861,29603,242,83.6,3,8,3,9670,8.18,122.18,51809.0,222.0,47321.0,216.0,43393.0,214.0,156.4504132231405,0.7818863738411558,2.8947368421052633,8258,0.5,0.866,1,86.2,97.5,0.042,19.8
2025-02-01,2025,2,Feb,Q1,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Online Portal,67651,31949,248,84.8,3,17,7,11647,8.48,129.02,37861.0,242.0,51809.0,222.0,47321.0,216.0,272.78629032258067,0.4722620508196479,2.9245283018867925,35702,0.866,0.5,0,86.2,97.5,0.042,19.8
2025-03-01,2025,3,Mar,Q1,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Bank Transfer,78499,28827,258,67.9,2,13,6,14048,3.29,111.84,67651.0,248.0,37861.0,242.0,51809.0,222.0,304.2596899224806,0.3672276079950063,3.799705449189985,49672,1.0,0.0,1,86.2,97.5,0.042,19.8
2025-04-01,2025,4,Apr,Q2,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Fundraising Event,72882,29964,212,63.3,2,12,6,10125,8.7,141.28,78499.0,258.0,67651.0,248.0,37861.0,242.0,343.7830188679245,0.41113032024368157,3.34913112164297,42918,0.866,-0.5,0,86.2,97.5,0.042,19.8
2025-05-01,2025,5,May,Q2,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Community Group,UPI,51787,33294,245,81.6,2,11,4,11293,4.76,136.09,72882.0,212.0,78499.0,258.0,67651.0,248.0,211.37551020408162,0.642902658968467,3.002450980392157,18493,0.5,-0.866,0,86.2,97.5,0.042,19.8
2025-06-01,2025,6,Jun,Q2,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,43687,30150,218,76.0,2,8,3,9265,4.32,138.23,51787.0,245.0,72882.0,212.0,78499.0,258.0,200.39908256880733,0.6901366539245084,2.8684210526315788,13537,0.0,-1.0,0,86.2,97.5,0.042,19.8
2025-07-01,2025,7,Jul,Q3,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Community Group,UPI,51735,32806,226,67.9,2,12,4,9758,8.69,144.87,43687.0,218.0,51787.0,245.0,72882.0,212.0,228.91592920353983,0.6341161689378564,3.328424153166421,18929,-0.5,-0.866,0,86.2,97.5,0.042,19.8
2025-08-01,2025,8,Aug,Q3,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Community Group,UPI,65164,31835,215,74.4,2,13,5,11127,3.8,148.2,51735.0,226.0,43687.0,218.0,51787.0,245.0,303.0883720930233,0.48853661530906634,2.889784946236559,33329,-0.866,-0.5,0,86.2,97.5,0.042,19.8
2025-09-01,2025,9,Sep,Q3,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Corporate CSR,UPI,78127,33624,239,73.3,3,19,9,13556,6.65,140.62,65164.0,215.0,51735.0,226.0,43687.0,218.0,326.89121338912133,0.43037618236973135,3.260572987721692,44503,-1.0,-0.0,0,86.2,97.5,0.042,19.8
2025-10-01,2025,10,Oct,Q4,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Community Group,Online Portal,62945,32352,277,98.3,3,13,4,11924,6.4,116.71,78127.0,239.0,65164.0,215.0,51735.0,226.0,227.23826714801444,0.5139725156882993,2.817904374364191,30593,-0.866,0.5,1,86.2,97.5,0.042,19.8
2025-11-01,2025,11,Nov,Q4,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,UPI,53605,30064,250,74.1,3,10,3,10859,7.55,120.38,62945.0,277.0,78127.0,239.0,65164.0,215.0,214.42,0.5608432049249137,3.373819163292848,23541,-0.5,0.866,1,86.2,97.5,0.042,19.8
2025-12-01,2025,12,Dec,Q4,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,Bank Transfer,48718,30931,255,75.8,3,9,3,10989,3.49,121.32,53605.0,250.0,62945.0,277.0,78127.0,239.0,191.05098039215687,0.6348988053696786,3.3641160949868074,17787,-0.0,1.0,1,86.2,97.5,0.042,19.8
2024-02-01,2024,2,Feb,Q1,0,Delhi,Delhi,Education Support,Back to School Drive,Community Group,Fundraising Event,64365,41273,196,76.6,2,13,4,9995,9.15,210.07,54440.0,185.0,54440.0,185.0,54440.0,185.0,328.39285714285717,0.6412335896838344,2.5587467362924285,23092,0.866,0.5,0,86.2,97.5,0.042,19.8
2024-03-01,2024,3,Mar,Q1,0,Delhi,Delhi,Education Support,Back to School Drive,Individual,UPI,64184,38905,211,66.3,2,13,6,11811,4.4,184.57,64365.0,196.0,54440.0,185.0,54440.0,185.0,304.18957345971563,0.6061479496447713,3.182503770739065,25279,1.0,0.0,0,86.2,97.5,0.042,19.8
2024-04-01,2024,4,Apr,Q2,0,Delhi,Delhi,Education Support,Back to School Drive,Community Group,Fundraising Event,63718,37100,228,83.9,3,12,5,12275,3.69,162.75,64184.0,211.0,64365.0,196.0,54440.0,185.0,279.46491228070175,0.5822530525126338,2.717520858164481,26618,0.866,-0.5,0,86.2,97.5,0.042,19.8
2024-05-01,2024,5,May,Q2,0,Delhi,Delhi,Education Support,Back to School Drive,Individual,Fundraising Event,48615,39450,231,72.3,2,8,3,10671,4.11,170.8,63718.0,228.0,64184.0,211.0,64365.0,196.0,210.45454545454547,0.8114779389077446,3.195020746887967,9165,0.5,-0.866,0,86.2,97.5,0.042,19.8
2024-06-01,2024,6,Jun,Q2,0,Delhi,Delhi,Education Support,Back to School Drive,Corporate CSR,Fundraising Event,108199,39806,195,75.1,2,21,8,13727,6.43,204.12,48615.0,231.0,63718.0,228.0,64184.0,211.0,554.8666666666667,0.3678961912771837,2.596537949400799,68393,0.0,-1.0,0,86.2,97.5,0.042,19.8
2024-07-01,2024,7,Jul,Q3,0,Delhi,Delhi,Education Support,Back to School Drive,Community Group,UPI,75433,37297,225,79.9,2,19,6,12769,7.08,166.12,108199.0,195.0,48615.0,231.0,63718.0,228.0,335.2577777777778,0.49443877348110243,2.816020025031289,38136,-0.5,-0.866,0,86.2,97.5,0.042,19.8
2024-08-01,2024,8,Aug,Q3,1,Delhi,Delhi,Education Support,Back to School Drive,Individual,Bank Transfer,61280,40553,203,82.8,2,14,6,9646,8.07,199.47,75433.0,225.0,108199.0,195.0,48615.0,231.0,301.871921182266,0.6617656657963447,2.451690821256039,20727,-0.866,-0.5,0,86.2,97.5,0.042,19.8
2024-09-01,2024,9,Sep,Q3,1,Delhi,Delhi,Education Support,Back to School Drive,Community Group,Bank Transfer,75849,37761,195,74.0,2,17,7,9576,8.9,193.79,61280.0,203.0,75433.0,225.0,108199.0,195.0,388.96923076923076,0.49784440137641894,2.635135135135135,38088,-1.0,-0.0,0,86.2,97.5,0.042,19.8
2024-10-01,2024,10,Oct,Q4,1,Delhi,Delhi,Education Support,Back to School Drive,Individual,Bank Transfer,63956,44133,213,80.0,2,14,4,10074,6.83,207.33,75849.0,195.0,61280.0,203.0,75433.0,225.0,300.26291079812205,0.6900525361185815,2.6625,19823,-0.866,0.5,0,86.2,97.5,0.042,19.8
2024-11-01,2024,11,Nov,Q4,1,Delhi,Delhi,Education Support,Back to School Drive,Individual,Online Portal,65038,44365,193,81.6,2,15,7,8918,8.04,229.52,63956.0,213.0,75849.0,195.0,61280.0,203.0,336.98445595854923,0.6821396721916418,2.3651960784313726,20673,-0.5,0.866,0,86.2,97.5,0.042,19.8
2024-12-01,2024,12,Dec,Q4,1,Delhi,Delhi,Education Support,Back to School Drive,Individual,Fundraising Event,63321,39077,217,76.0,2,15,5,9869,3.54,180.09,65038.0,193.0,63956.0,213.0,75849.0,195.0,291.8018433179723,0.6171254402173054,2.8552631578947367,24244,-0.0,1.0,0,86.2,97.5,0.042,19.8
2025-01-01,2025,1,Jan,Q1,0,Delhi,Delhi,Education Support,Back to School Drive,Corporate CSR,UPI,114728,41749,229,85.6,3,29,12,14069,8.5,182.17,63321.0,217.0,65038.0,193.0,63956.0,213.0,500.9956331877729,0.36389547451363224,2.675233644859813,72979,0.5,0.866,0,86.2,97.5,0.042,19.8
2025-02-01,2025,2,Feb,Q1,0,Delhi,Delhi,Education Support,Back to School Drive,Alumni Network,Bank Transfer,69754,42571,212,88.4,2,13,5,12290,6.38,200.74,114728.0,229.0,63321.0,217.0,65038.0,193.0,329.02830188679246,0.6103019181695674,2.3981900452488687,27183,0.866,0.5,0,86.2,97.5,0.042,19.8
2025-03-01,2025,3,Mar,Q1,0,Delhi,Delhi,Education Support,Back to School Drive,Community Group,Online Portal,74358,40174,210,82.9,2,15,5,10882,6.97,191.41,69754.0,212.0,114728.0,229.0,63321.0,217.0,354.0857142857143,0.5402781139890799,2.533172496984318,34184,1.0,0.0,0,86.2,97.5,0.042,19.8
